"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042445","hormone metabolic process","12/179","241/18986",0.0497925311203319,5.2813463455342,6.52556642770118,3.18407965940237e-06,0.00461344926783303,0.00409897394562549,"UGT2B17/UGT2B15/HPN/TPO/IYD/CHST8/SDR16C5/CACNA1H/ESR1/GHR/FOXA1/CPE",12
"GO:0060479","lung cell differentiation","5/179","29/18986",0.172413793103448,18.2874205355423,9.08900714173813,6.96216794632745e-06,0.00461344926783303,0.00409897394562549,"ASCL1/SPDEF/AGR2/FOXA1/GRHL2",5
"GO:0060487","lung epithelial cell differentiation","5/179","29/18986",0.172413793103448,18.2874205355423,9.08900714173813,6.96216794632745e-06,0.00461344926783303,0.00409897394562549,"ASCL1/SPDEF/AGR2/FOXA1/GRHL2",5
"GO:0002064","epithelial cell development","11/179","219/18986",0.0502283105022831,5.32756817428127,6.2840640457802,7.61295258718322e-06,0.00461344926783303,0.00409897394562549,"PGR/INSM1/BFSP2/ESR1/SPDEF/AR/CXCR4/ABCA12/FOXA1/CLDN3/GRHL2",11
"GO:0048732","gland development","15/179","450/18986",0.0333333333333333,3.53556797020484,5.3106240448467,2.48089050860868e-05,0.00918009100908602,0.00815636017222077,"ACER1/HMGCS2/FOXN1/ASCL1/PGR/INSM1/HPN/ESR1/ERBB4/AR/COBL/IGFBP5/FOXA1/ATP2C2/PRLR",15
"GO:0060749","mammary gland alveolus development","4/179","19/18986",0.210526315789474,22.3299029697148,9.07482820452487,2.65101638051164e-05,0.00918009100908602,0.00815636017222077,"ESR1/ERBB4/AR/PRLR",4
"GO:0061377","mammary gland lobule development","4/179","19/18986",0.210526315789474,22.3299029697148,9.07482820452487,2.65101638051164e-05,0.00918009100908602,0.00815636017222077,"ESR1/ERBB4/AR/PRLR",4
"GO:0061180","mammary gland epithelium development","6/179","69/18986",0.0869565217391304,9.22322079183872,6.67593990357501,4.73208307230389e-05,0.0143382117090808,0.0127392657446497,"PGR/ESR1/ERBB4/AR/ATP2C2/PRLR",6
"GO:0060428","lung epithelium development","5/179","45/18986",0.111111111111111,11.7852265673495,7.06652877321442,6.34010625648096e-05,0.0157896073532972,0.0140288069501677,"ASCL1/SPDEF/AGR2/FOXA1/GRHL2",5
"GO:0002067","glandular epithelial cell differentiation","6/179","73/18986",0.0821917808219178,8.71783883064207,6.44538668871204,6.51386441967707e-05,0.0157896073532972,0.0140288069501677,"ASCL1/PGR/INSM1/SPDEF/AGR2/FOXA1",6
"GO:0009410","response to xenobiotic stimulus","14/179","451/18986",0.0310421286031042,3.29254666848344,4.80708957590149,9.95358655623878e-05,0.0186233051683907,0.0165465009442971,"UGT2B17/HMGCS2/UGT2B15/GSTA3/RAB6C/CYP2A6/CYP2J2/RET/SLC1A2/GRIN1/CXCR4/KCNJ11/FBP1/ABAT",14
